a_age,a_gender,a_race,crime,weapon
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
32,M,White,Murder and Nonnegligent Manslaughter,Unknown
32,M,White,Murder and Nonnegligent Manslaughter,Unknown
32,M,White,Murder and Nonnegligent Manslaughter,Unknown
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Negligent Manslaughter,Handgun
19,M,Black or African American,Negligent Manslaughter,Handgun
19,M,Black or African American,Negligent Manslaughter,Handgun
18,F,Black or African American,Negligent Manslaughter,Handgun
18,F,Black or African American,Negligent Manslaughter,Handgun
18,F,Black or African American,Negligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
15,M,Black or African American,Negligent Manslaughter,Handgun
15,M,Black or African American,Negligent Manslaughter,Handgun
15,M,Black or African American,Negligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
16,M,Black or African American,Negligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,White,Murder and Nonnegligent Manslaughter,Firearm
36,M,White,Murder and Nonnegligent Manslaughter,Firearm
36,M,White,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,F,White,Murder and Nonnegligent Manslaughter,Handgun
26,F,White,Murder and Nonnegligent Manslaughter,Handgun
26,F,White,Murder and Nonnegligent Manslaughter,Handgun
35,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
35,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
35,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,White,Negligent Manslaughter,Other
24,F,White,Negligent Manslaughter,Other
24,F,White,Negligent Manslaughter,Other
26,M,White,Negligent Manslaughter,Other
26,M,White,Negligent Manslaughter,Other
26,M,White,Negligent Manslaughter,Other
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
40,M,White,Negligent Manslaughter,Motor Vehicle/Vessel
40,M,White,Negligent Manslaughter,Motor Vehicle/Vessel
40,M,White,Negligent Manslaughter,Motor Vehicle/Vessel
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
33,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
33,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
33,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
33,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
33,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
33,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
47,M,White,Murder and Nonnegligent Manslaughter,Handgun
47,M,White,Murder and Nonnegligent Manslaughter,Handgun
47,M,White,Murder and Nonnegligent Manslaughter,Handgun
44,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
44,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
44,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
47,M,White,Murder and Nonnegligent Manslaughter,Shotgun
47,M,White,Murder and Nonnegligent Manslaughter,Shotgun
47,M,White,Murder and Nonnegligent Manslaughter,Shotgun
23,M,White,Murder and Nonnegligent Manslaughter,Rifle
23,M,White,Murder and Nonnegligent Manslaughter,Rifle
23,M,White,Murder and Nonnegligent Manslaughter,Rifle
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
43,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
43,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Handgun
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
24,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
25,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
25,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
31,M,White,Murder and Nonnegligent Manslaughter,Handgun
31,M,White,Murder and Nonnegligent Manslaughter,Handgun
31,M,White,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
28,M,Black or African American,Negligent Manslaughter,Handgun
28,M,Black or African American,Negligent Manslaughter,Handgun
28,M,Black or African American,Negligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
38,M,Black or African American,Negligent Manslaughter,Handgun
38,M,Black or African American,Negligent Manslaughter,Handgun
38,M,Black or African American,Negligent Manslaughter,Handgun
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,White,Murder and Nonnegligent Manslaughter,Handgun
22,M,White,Murder and Nonnegligent Manslaughter,Handgun
22,M,White,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
